APPLUS EBENE;APPLUS BEZEICHNUNG;APPLUS ARTIKELNUMMER;APPLUS MENGE;APPLUS MENGENEINHEIT;APPLUS ARTIKELGRUPPE;APPLUS PROFILLÄNGE;APPLUS FLÄCHE;APPLUS STANDARDPROFILLÄNGE;APPLUS STANDARDFLÄCHE;APPLUS EINKAUF;APPLUS LAGER;APPLUS FERTIGUNG;APPLUS AUFTRAG;APPLUS LÄNGE;APPLUS BREITE;APPLUS WAND ID;APPLUS BSU ID;APPLUS KLEINTEILBEZEICHNUNG;APPLUS KLEINTEILSCHLÜSSEL;APPLUS KLEINTEILARTIKELNUMMER
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 4 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 4 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 4 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 4 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 4 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 3 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 3 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 3 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 3 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 3 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- U-Ringankerprofil 4610 (Z2501) ;1000010;1;Stück;Profil;2501;;5000;;1;1;0;0;;;Wand 3 Profile ;23;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 4 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 4 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 4 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 4 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 4 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 4 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 1 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 1 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- U-Ringankerprofil 4610 (Z2097) ;1000010;1;Stück;Profil;2097;;5000;;1;1;0;0;;;Wand 2 Profile ;23;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 1 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 1 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 1 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil-4410 (Z1025) ;1000009;1;Stück;Profil;1025;;5000;;1;1;0;0;;;Wand 1 Profile ;21;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 1 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 1 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 1 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 1 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil-4410 (Z1035) ;1000009;1;Stück;Profil;1035;;5000;;1;1;0;0;;;Wand 1 Profile ;21;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- U-Ringankerprofil 4610 (Z2501) ;1000010;1;Stück;Profil;2501;;5000;;1;1;0;0;;;Wand 1 Profile ;23;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z1382) ;1002266;1;Stück;Profil;1382;;5000;;1;1;0;0;;;Wand 1 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil-4410 (Z1025) ;1000009;1;Stück;Profil;1025;;5000;;1;1;0;0;;;Wand 1 Profile ;21;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z1382) ;1002266;1;Stück;Profil;1382;;5000;;1;1;0;0;;;Wand 1 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z1382) ;1002266;1;Stück;Profil;1382;;5000;;1;1;0;0;;;Wand 1 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil-4410 (Z1035) ;1000009;1;Stück;Profil;1035;;5000;;1;1;0;0;;;Wand 2 Profile ;21;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil-4410 (Z1250) ;1000009;1;Stück;Profil;1250;;5000;;1;1;0;0;;;Wand 2 Profile ;21;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil-4410 (Z1250) ;1000009;1;Stück;Profil;1250;;5000;;1;1;0;0;;;Wand 2 Profile ;21;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil-4410 (Z1250) ;1000009;1;Stück;Profil;1250;;5000;;1;1;0;0;;;Wand 2 Profile ;21;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil-4410 (Z1250) ;1000009;1;Stück;Profil;1250;;5000;;1;1;0;0;;;Wand 2 Profile ;21;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- U-Ringankerprofil 4610 (Z1875) ;1000010;1;Stück;Profil;1875;;5000;;1;1;0;0;;;Wand 4 Profile ;23;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- U-Ringankerprofil 4610 (Z1701) ;1000010;1;Stück;Profil;1701;;5000;;1;1;0;0;;;Wand 4 Profile ;23;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- U-Ringankerprofil 4610 (Z1875) ;1000010;1;Stück;Profil;1875;;5000;;1;1;0;0;;;Wand 4 Profile ;23;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- H Ständerprofil 4956 (Z2395) ;1002269;1;Stück;Profil;2395;;6000;;1;1;0;0;;;Wand 2 Profile ;24;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- H Ständerprofil 4956 (Z2395) ;1002269;1;Stück;Profil;2395;;6000;;1;1;0;0;;;Wand 2 Profile ;24;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z1383) ;1002266;1;Stück;Profil;1383;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z1383) ;1002266;1;Stück;Profil;1383;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z1383) ;1002266;1;Stück;Profil;1383;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z1383) ;1002266;1;Stück;Profil;1383;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- UA-Ständerprofil 5129 (Z2181) ;1102371;1;Stück;Profil;2181;;2500;;1;1;0;0;;;Wand 4 Profile ;25;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- UA-Ständerprofil 5129 (Z2181) ;1102371;1;Stück;Profil;2181;;2500;;1;1;0;0;;;Wand 4 Profile ;25;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 4 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- UA-Ständerprofil 5129 (Z2181) ;1102371;1;Stück;Profil;2181;;2500;;1;1;0;0;;;Wand 4 Profile ;25;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- UA-Ständerprofil 5129 (Z2181) ;1102371;1;Stück;Profil;2181;;2500;;1;1;0;0;;;Wand 4 Profile ;25;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- UA-Ständerprofil 5129 (Z2181) ;1102371;1;Stück;Profil;2181;;2500;;1;1;0;0;;;Wand 2 Profile ;25;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- UA-Ständerprofil 5129 (Z2181) ;1102371;1;Stück;Profil;2181;;2500;;1;1;0;0;;;Wand 2 Profile ;25;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z2395) ;1002266;1;Stück;Profil;2395;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z1383) ;1002266;1;Stück;Profil;1383;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z253) ;1002266;1;Stück;Profil;253;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z1383) ;1002266;1;Stück;Profil;1383;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z1383) ;1002266;1;Stück;Profil;1383;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- C-Ständerprofil 4710 (Z1383) ;1002266;1;Stück;Profil;1383;;5000;;1;1;0;0;;;Wand 2 Profile ;22;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- U-Ringankerprofil 4610 (Z1542) ;1000010;1;Stück;Profil;1542;;5000;;1;1;0;0;;;Wand 2 Profile ;23;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil- U-Ringankerprofil 4610 (Z1812) ;1000010;1;Stück;Profil;1812;;5000;;1;1;0;0;;;Wand 2 Profile ;23;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil-4410 (Z1812) ;1000009;1;Stück;Profil;1812;;5000;;1;1;0;0;;;Wand 2 Profile ;21;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil-4410 (Z2097) ;1000009;1;Stück;Profil;2097;;5000;;1;1;0;0;;;Wand 2 Profile ;21;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil-4410 (Z1875) ;1000009;1;Stück;Profil;1875;;5000;;1;1;0;0;;;Wand 4 Profile ;21;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
4;Profil-4410 (Z1701) ;1000009;1;Stück;Profil;1701;;5000;;1;1;0;0;;;Wand 4 Profile ;21;Schraube - Hilti SBS S-MD03Z (6,3x19);4;1001958
